Time,CO₂(ppm),Temperature(°C),Humidity(%),Pressure(hPa)
1/17/2021 1:28:06 a. m.,"356","24.9","30","948"
1/17/2021 1:29:06 a. m.,"369","24.9","30","948"
1/17/2021 1:30:06 a. m.,"384","24.9","30","948"
1/17/2021 1:31:06 a. m.,"367","24.9","30","947"
1/17/2021 1:32:06 a. m.,"359","24.9","30","947"
1/17/2021 1:33:06 a. m.,"376","24.8","30","947"
1/17/2021 1:34:06 a. m.,"363","24.9","30","947"
1/17/2021 1:35:06 a. m.,"366","24.8","30","947"
1/17/2021 1:36:06 a. m.,"373","24.8","30","947"
1/17/2021 1:37:06 a. m.,"369","24.8","30","947"
1/17/2021 1:38:06 a. m.,"373","24.8","30","947"
1/17/2021 1:39:06 a. m.,"362","24.8","30","947"
1/17/2021 1:40:06 a. m.,"371","24.8","30","947"
1/17/2021 1:41:06 a. m.,"382","24.8","30","947"
1/17/2021 1:42:06 a. m.,"368","24.8","30","947"
1/17/2021 1:43:06 a. m.,"378","24.8","30","947"
1/17/2021 1:44:06 a. m.,"374","24.8","30","947"
1/17/2021 1:45:06 a. m.,"376","24.8","30","947"
1/17/2021 1:46:06 a. m.,"362","24.8","30","947"
1/17/2021 1:47:06 a. m.,"376","24.8","30","947"
1/17/2021 1:48:06 a. m.,"366","24.8","30","947"
1/17/2021 1:49:06 a. m.,"355","24.8","30","947"
1/17/2021 1:50:06 a. m.,"368","24.8","30","947"
1/17/2021 1:51:06 a. m.,"376","24.8","30","947"
1/17/2021 1:52:06 a. m.,"354","24.7","30","947"
1/17/2021 1:53:06 a. m.,"362","24.8","30","947"
1/17/2021 1:54:06 a. m.,"374","24.7","30","947"
1/17/2021 1:55:06 a. m.,"372","24.7","30","947"
1/17/2021 1:56:06 a. m.,"364","24.7","30","947"
1/17/2021 1:57:06 a. m.,"363","24.7","30","947"
1/17/2021 1:58:06 a. m.,"365","24.7","30","947"
1/17/2021 1:59:06 a. m.,"367","24.7","30","947"
1/17/2021 2:00:06 a. m.,"373","24.7","30","947"
1/17/2021 2:01:06 a. m.,"366","24.7","30","947"
1/17/2021 2:02:06 a. m.,"371","24.7","30","947"
1/17/2021 2:03:06 a. m.,"366","24.7","30","947"
1/17/2021 2:04:06 a. m.,"368","24.7","30","947"
1/17/2021 2:05:06 a. m.,"366","24.7","30","947"
1/17/2021 2:06:06 a. m.,"361","24.7","30","947"
1/17/2021 2:07:06 a. m.,"358","24.7","30","947"
1/17/2021 2:08:06 a. m.,"358","24.7","30","947"
1/17/2021 2:09:06 a. m.,"374","24.7","30","947"
1/17/2021 2:10:06 a. m.,"367","24.7","30","947"
1/17/2021 2:11:06 a. m.,"376","24.7","30","947"
1/17/2021 2:12:06 a. m.,"365","24.8","30","947"
1/17/2021 2:13:06 a. m.,"365","24.8","30","947"
1/17/2021 2:14:06 a. m.,"355","24.7","30","947"
1/17/2021 2:15:06 a. m.,"376","24.8","30","947"
1/17/2021 2:16:06 a. m.,"380","24.8","30","947"
1/17/2021 2:17:06 a. m.,"373","24.8","30","947"
1/17/2021 2:18:06 a. m.,"348","24.8","30","947"
1/17/2021 2:19:06 a. m.,"376","24.8","30","947"
1/17/2021 2:20:06 a. m.,"377","24.8","30","947"
1/17/2021 2:21:06 a. m.,"385","24.8","30","947"
1/17/2021 2:22:06 a. m.,"367","24.8","30","947"
1/17/2021 2:23:06 a. m.,"377","24.8","30","947"
1/17/2021 2:24:06 a. m.,"376","24.8","30","947"
1/17/2021 2:25:06 a. m.,"373","24.9","30","947"
1/17/2021 2:26:06 a. m.,"354","24.8","30","947"
1/17/2021 2:27:06 a. m.,"361","24.8","30","947"
1/17/2021 2:28:06 a. m.,"366","24.9","30","947"
1/17/2021 2:29:06 a. m.,"373","24.8","30","947"
1/17/2021 2:30:06 a. m.,"367","24.8","30","947"
1/17/2021 2:31:06 a. m.,"362","24.9","30","947"
1/17/2021 2:32:06 a. m.,"355","24.8","30","947"
1/17/2021 2:33:06 a. m.,"377","24.8","30","947"
1/17/2021 2:34:06 a. m.,"371","24.8","30","947"
1/17/2021 2:35:06 a. m.,"369","24.8","30","947"
1/17/2021 2:36:06 a. m.,"373","24.8","30","947"
1/17/2021 2:37:06 a. m.,"353","24.8","30","947"
1/17/2021 2:38:06 a. m.,"370","24.8","30","947"
1/17/2021 2:39:06 a. m.,"371","24.8","30","947"
1/17/2021 2:40:06 a. m.,"369","24.8","30","947"
1/17/2021 2:41:06 a. m.,"359","24.9","30","947"
1/17/2021 2:42:06 a. m.,"381","24.8","30","947"
1/17/2021 2:43:06 a. m.,"359","24.8","30","947"
1/17/2021 2:44:06 a. m.,"383","24.8","30","947"
1/17/2021 2:45:06 a. m.,"365","24.9","30","947"
1/17/2021 2:46:06 a. m.,"373","24.8","30","947"
1/17/2021 2:47:06 a. m.,"374","24.8","30","947"
1/17/2021 2:48:06 a. m.,"352","24.8","30","947"
1/17/2021 2:49:06 a. m.,"365","24.8","30","947"
1/17/2021 2:50:06 a. m.,"380","24.9","30","947"
1/17/2021 2:51:06 a. m.,"379","24.8","30","947"
1/17/2021 2:52:06 a. m.,"376","24.8","30","947"
1/17/2021 2:53:06 a. m.,"378","24.8","30","947"
1/17/2021 2:54:06 a. m.,"366","24.8","30","947"
1/17/2021 2:55:06 a. m.,"388","24.8","30","947"
1/17/2021 2:56:06 a. m.,"360","24.8","30","947"
1/17/2021 2:57:06 a. m.,"358","24.8","30","947"
1/17/2021 2:58:06 a. m.,"368","24.8","30","947"
1/17/2021 2:59:06 a. m.,"370","24.8","30","947"
1/17/2021 3:00:06 a. m.,"379","24.8","30","947"
1/17/2021 3:01:06 a. m.,"376","24.8","30","947"
1/17/2021 3:02:06 a. m.,"364","24.8","30","947"
1/17/2021 3:03:06 a. m.,"380","24.8","30","947"
1/17/2021 3:04:06 a. m.,"371","24.8","30","947"
1/17/2021 3:05:06 a. m.,"371","24.8","30","947"
1/17/2021 3:06:06 a. m.,"355","24.8","30","947"
1/17/2021 3:07:06 a. m.,"366","24.8","30","947"
1/17/2021 3:08:06 a. m.,"379","24.8","30","947"
1/17/2021 3:09:06 a. m.,"372","24.8","30","947"
1/17/2021 3:10:06 a. m.,"364","24.7","30","947"
1/17/2021 3:11:06 a. m.,"380","24.7","30","947"
1/17/2021 3:12:06 a. m.,"363","24.7","30","947"
1/17/2021 3:13:06 a. m.,"366","24.7","31","947"
1/17/2021 3:14:06 a. m.,"372","24.7","31","947"
1/17/2021 3:15:06 a. m.,"374","24.7","31","947"
1/17/2021 3:16:06 a. m.,"380","24.8","31","947"
1/17/2021 3:17:06 a. m.,"389","24.7","31","947"
1/17/2021 3:18:06 a. m.,"385","24.7","31","947"
1/17/2021 3:19:06 a. m.,"383","24.7","31","947"
1/17/2021 3:20:06 a. m.,"367","24.8","31","947"
1/17/2021 3:21:06 a. m.,"374","24.7","31","947"
1/17/2021 3:22:06 a. m.,"363","24.7","31","947"
1/17/2021 3:23:06 a. m.,"369","24.7","31","947"
1/17/2021 3:24:06 a. m.,"374","24.7","31","947"
1/17/2021 3:25:06 a. m.,"374","24.7","31","947"
1/17/2021 3:26:06 a. m.,"388","24.7","31","947"
1/17/2021 3:27:06 a. m.,"378","24.7","31","947"
1/17/2021 3:28:06 a. m.,"362","24.8","31","947"
1/17/2021 3:29:06 a. m.,"369","24.7","30","947"
1/17/2021 3:30:06 a. m.,"375","24.7","30","947"
1/17/2021 3:31:06 a. m.,"368","24.7","30","947"
1/17/2021 3:32:06 a. m.,"359","24.7","30","947"
1/17/2021 3:33:06 a. m.,"372","24.7","30","947"
1/17/2021 3:34:06 a. m.,"355","24.7","30","947"
1/17/2021 3:35:06 a. m.,"372","24.7","30","947"
1/17/2021 3:36:06 a. m.,"376","24.7","30","947"
1/17/2021 3:37:06 a. m.,"373","24.7","30","947"
1/17/2021 3:38:06 a. m.,"369","24.7","30","947"
1/17/2021 3:39:06 a. m.,"383","24.7","30","947"
1/17/2021 3:40:06 a. m.,"372","24.7","30","947"
1/17/2021 3:41:06 a. m.,"380","24.6","30","947"
1/17/2021 3:42:06 a. m.,"371","24.7","30","947"
1/17/2021 3:43:06 a. m.,"371","24.7","30","947"
1/17/2021 3:44:06 a. m.,"375","24.7","30","947"
1/17/2021 3:45:06 a. m.,"368","24.7","30","947"
1/17/2021 3:46:06 a. m.,"370","24.6","30","947"
1/17/2021 3:47:06 a. m.,"377","24.6","30","947"
1/17/2021 3:48:06 a. m.,"375","24.7","30","947"
1/17/2021 3:49:06 a. m.,"362","24.6","30","947"
1/17/2021 3:50:06 a. m.,"364","24.7","30","947"
1/17/2021 3:51:06 a. m.,"368","24.6","30","947"
1/17/2021 3:52:06 a. m.,"365","24.6","30","947"
1/17/2021 3:53:06 a. m.,"374","24.6","30","947"
1/17/2021 3:54:06 a. m.,"374","24.6","30","947"
1/17/2021 3:55:06 a. m.,"364","24.6","30","947"
1/17/2021 3:56:06 a. m.,"377","24.6","30","947"
1/17/2021 3:57:06 a. m.,"383","24.6","30","947"
1/17/2021 3:58:06 a. m.,"367","24.5","30","947"
1/17/2021 3:59:06 a. m.,"372","24.5","30","947"
1/17/2021 4:00:06 a. m.,"368","24.5","30","947"
1/17/2021 4:01:06 a. m.,"382","24.5","30","947"
1/17/2021 4:02:06 a. m.,"369","24.5","30","947"
1/17/2021 4:03:06 a. m.,"356","24.5","30","947"
1/17/2021 4:04:06 a. m.,"363","24.5","30","947"
1/17/2021 4:05:06 a. m.,"384","24.5","30","947"
1/17/2021 4:06:06 a. m.,"367","24.5","30","947"
1/17/2021 4:07:06 a. m.,"370","24.4","30","947"
1/17/2021 4:08:06 a. m.,"378","24.4","30","947"
1/17/2021 4:09:06 a. m.,"373","24.4","30","947"
1/17/2021 4:10:06 a. m.,"372","24.4","30","947"
1/17/2021 4:11:06 a. m.,"367","24.4","30","947"
1/17/2021 4:12:06 a. m.,"374","24.4","30","947"
1/17/2021 4:13:06 a. m.,"365","24.4","30","947"
1/17/2021 4:14:06 a. m.,"371","24.4","30","947"
1/17/2021 4:15:06 a. m.,"378","24.3","30","947"
1/17/2021 4:16:06 a. m.,"372","24.3","30","947"
1/17/2021 4:17:06 a. m.,"373","24.3","30","947"
1/17/2021 4:18:06 a. m.,"371","24.3","31","947"
1/17/2021 4:19:06 a. m.,"372","24.3","30","947"
1/17/2021 4:20:06 a. m.,"368","24.3","31","947"
1/17/2021 4:21:06 a. m.,"367","24.3","31","947"
1/17/2021 4:22:06 a. m.,"375","24.2","31","947"
1/17/2021 4:23:06 a. m.,"385","24.2","31","947"
1/17/2021 4:24:06 a. m.,"375","24.2","31","947"
1/17/2021 4:25:06 a. m.,"381","24.2","31","947"
1/17/2021 4:26:06 a. m.,"369","24.2","31","947"
1/17/2021 4:27:06 a. m.,"364","24.2","31","947"
1/17/2021 4:28:06 a. m.,"375","24.2","31","947"
1/17/2021 4:29:06 a. m.,"367","24.2","31","947"
1/17/2021 4:30:06 a. m.,"384","24.1","31","947"
1/17/2021 4:31:06 a. m.,"393","24.1","31","947"
1/17/2021 4:32:06 a. m.,"377","24.1","31","947"
1/17/2021 4:33:06 a. m.,"387","24.1","31","947"
1/17/2021 4:34:06 a. m.,"368","24.1","31","947"
1/17/2021 4:35:06 a. m.,"375","24.1","31","947"
1/17/2021 4:36:06 a. m.,"382","24.1","31","947"
1/17/2021 4:37:06 a. m.,"377","24.1","31","947"
1/17/2021 4:38:06 a. m.,"378","24.1","31","947"
1/17/2021 4:39:06 a. m.,"372","24.1","31","947"
1/17/2021 4:40:06 a. m.,"374","24.0","31","947"
1/17/2021 4:41:06 a. m.,"382","24.0","31","947"
1/17/2021 4:42:06 a. m.,"391","24.0","31","947"
1/17/2021 4:43:06 a. m.,"370","24.0","31","947"
1/17/2021 4:44:06 a. m.,"377","24.0","31","947"
1/17/2021 4:45:06 a. m.,"381","24.0","31","947"
1/17/2021 4:46:06 a. m.,"371","24.0","31","947"
1/17/2021 4:47:06 a. m.,"389","24.0","31","947"
1/17/2021 4:48:06 a. m.,"363","24.0","31","947"
1/17/2021 4:49:06 a. m.,"380","24.0","31","947"
1/17/2021 4:50:06 a. m.,"383","24.0","31","947"
1/17/2021 4:51:06 a. m.,"367","23.9","31","947"
1/17/2021 4:52:06 a. m.,"377","24.0","31","947"
1/17/2021 4:53:06 a. m.,"367","23.9","31","947"
1/17/2021 4:54:06 a. m.,"370","23.9","31","947"
1/17/2021 4:55:06 a. m.,"378","23.9","31","947"
1/17/2021 4:56:06 a. m.,"378","23.9","31","947"
1/17/2021 4:57:06 a. m.,"368","23.9","31","947"
1/17/2021 4:58:06 a. m.,"375","23.9","31","947"
1/17/2021 4:59:06 a. m.,"374","23.9","31","947"
1/17/2021 5:00:06 a. m.,"362","23.8","31","947"
1/17/2021 5:01:06 a. m.,"373","23.8","31","947"
1/17/2021 5:02:06 a. m.,"359","23.8","31","947"
1/17/2021 5:03:06 a. m.,"382","23.8","31","947"
1/17/2021 5:04:06 a. m.,"379","23.8","31","947"
1/17/2021 5:05:06 a. m.,"381","23.8","31","947"
1/17/2021 5:06:06 a. m.,"378","23.8","31","947"
1/17/2021 5:07:06 a. m.,"372","23.8","31","947"
1/17/2021 5:08:06 a. m.,"359","23.8","31","947"
1/17/2021 5:09:06 a. m.,"362","23.8","31","947"
1/17/2021 5:10:06 a. m.,"369","23.8","31","947"
1/17/2021 5:11:06 a. m.,"372","23.8","31","947"
1/17/2021 5:12:06 a. m.,"361","23.8","31","947"
1/17/2021 5:13:06 a. m.,"363","23.8","31","947"
1/17/2021 5:14:06 a. m.,"378","23.8","31","947"
1/17/2021 5:15:06 a. m.,"369","23.8","31","947"
1/17/2021 5:16:06 a. m.,"382","23.8","31","947"
1/17/2021 5:17:06 a. m.,"367","23.8","31","947"
1/17/2021 5:18:06 a. m.,"359","23.8","31","947"
1/17/2021 5:19:06 a. m.,"369","23.8","31","947"
1/17/2021 5:20:06 a. m.,"362","23.8","31","947"
1/17/2021 5:21:06 a. m.,"359","23.8","31","947"
1/17/2021 5:22:06 a. m.,"381","23.8","31","947"
1/17/2021 5:23:06 a. m.,"361","23.8","31","947"
1/17/2021 5:24:06 a. m.,"359","23.8","31","947"
1/17/2021 5:25:06 a. m.,"373","23.8","31","947"
1/17/2021 5:26:06 a. m.,"372","23.8","31","947"
1/17/2021 5:27:06 a. m.,"369","23.8","31","947"
1/17/2021 5:28:06 a. m.,"364","23.8","31","947"
1/17/2021 5:29:06 a. m.,"370","23.8","31","947"
1/17/2021 5:30:06 a. m.,"365","23.8","31","947"
1/17/2021 5:31:06 a. m.,"369","23.8","31","947"
1/17/2021 5:32:06 a. m.,"367","23.8","31","947"
1/17/2021 5:33:06 a. m.,"374","23.8","31","947"
1/17/2021 5:34:06 a. m.,"355","23.8","31","947"
1/17/2021 5:35:06 a. m.,"372","23.8","31","947"
1/17/2021 5:36:06 a. m.,"368","23.8","31","947"
1/17/2021 5:37:06 a. m.,"379","23.8","31","947"
1/17/2021 5:38:06 a. m.,"368","23.8","31","947"
1/17/2021 5:39:06 a. m.,"372","23.8","31","947"
1/17/2021 5:40:06 a. m.,"380","23.9","31","947"
1/17/2021 5:41:06 a. m.,"361","23.8","31","947"
1/17/2021 5:42:06 a. m.,"371","23.8","31","947"
1/17/2021 5:43:06 a. m.,"362","23.9","31","947"
1/17/2021 5:44:06 a. m.,"368","23.9","31","947"
1/17/2021 5:45:06 a. m.,"351","23.9","31","947"
1/17/2021 5:46:06 a. m.,"372","23.9","31","947"
1/17/2021 5:47:06 a. m.,"365","23.8","31","947"
1/17/2021 5:48:06 a. m.,"375","23.8","31","947"
1/17/2021 5:49:06 a. m.,"356","23.8","31","947"
1/17/2021 5:50:06 a. m.,"376","23.8","31","947"
1/17/2021 5:51:06 a. m.,"364","23.8","31","947"
1/17/2021 5:52:06 a. m.,"369","23.8","31","947"
1/17/2021 5:53:06 a. m.,"372","23.8","31","947"
1/17/2021 5:54:06 a. m.,"361","23.8","31","947"
1/17/2021 5:55:06 a. m.,"371","23.8","31","947"
1/17/2021 5:56:06 a. m.,"360","23.8","31","947"
1/17/2021 5:57:06 a. m.,"356","23.8","31","947"
1/17/2021 5:58:06 a. m.,"373","23.8","31","947"
1/17/2021 5:59:06 a. m.,"355","23.8","31","947"
1/17/2021 6:00:06 a. m.,"365","23.8","31","947"
1/17/2021 6:01:06 a. m.,"366","23.7","31","947"
1/17/2021 6:02:06 a. m.,"364","23.7","31","947"
1/17/2021 6:03:06 a. m.,"366","23.7","31","947"
1/17/2021 6:04:06 a. m.,"372","23.7","31","947"
1/17/2021 6:05:06 a. m.,"361","23.7","31","947"
1/17/2021 6:06:06 a. m.,"373","23.7","31","947"
1/17/2021 6:07:06 a. m.,"365","23.7","31","947"
1/17/2021 6:08:06 a. m.,"370","23.7","31","947"
1/17/2021 6:09:06 a. m.,"369","23.7","31","947"
1/17/2021 6:10:06 a. m.,"365","23.6","31","947"
1/17/2021 6:11:06 a. m.,"366","23.7","31","947"
1/17/2021 6:12:06 a. m.,"393","23.6","31","947"
1/17/2021 6:13:06 a. m.,"370","23.6","31","947"
1/17/2021 6:14:06 a. m.,"360","23.6","31","947"
1/17/2021 6:15:06 a. m.,"376","23.6","31","947"
1/17/2021 6:16:06 a. m.,"358","23.6","31","947"
1/17/2021 6:17:06 a. m.,"378","23.6","31","947"
1/17/2021 6:18:06 a. m.,"374","23.6","31","947"
1/17/2021 6:19:06 a. m.,"364","23.6","31","947"
1/17/2021 6:20:06 a. m.,"359","23.6","31","947"
1/17/2021 6:21:06 a. m.,"355","23.6","31","947"
1/17/2021 6:22:06 a. m.,"370","23.6","31","947"
1/17/2021 6:23:06 a. m.,"373","23.6","31","947"
1/17/2021 6:24:06 a. m.,"365","23.6","32","947"
1/17/2021 6:25:06 a. m.,"367","23.6","31","947"
1/17/2021 6:26:06 a. m.,"364","23.6","31","947"
1/17/2021 6:27:06 a. m.,"380","23.6","32","947"
1/17/2021 6:28:06 a. m.,"374","23.6","32","947"
1/17/2021 6:29:06 a. m.,"363","23.6","32","947"
1/17/2021 6:30:06 a. m.,"369","23.6","32","947"
1/17/2021 6:31:06 a. m.,"365","23.6","32","947"
1/17/2021 6:32:06 a. m.,"366","23.6","32","947"
1/17/2021 6:33:06 a. m.,"375","23.7","32","947"
1/17/2021 6:34:06 a. m.,"354","23.7","32","947"
1/17/2021 6:35:06 a. m.,"374","23.6","32","947"
1/17/2021 6:36:06 a. m.,"366","23.7","32","947"
1/17/2021 6:37:06 a. m.,"362","23.6","32","947"
1/17/2021 6:38:06 a. m.,"359","23.6","32","947"
1/17/2021 6:39:06 a. m.,"370","23.7","32","947"
1/17/2021 6:40:06 a. m.,"359","23.6","32","947"
1/17/2021 6:41:06 a. m.,"374","23.6","32","947"
1/17/2021 6:42:06 a. m.,"362","23.6","32","947"
1/17/2021 6:43:06 a. m.,"381","23.6","32","947"
1/17/2021 6:44:06 a. m.,"361","23.6","32","947"
1/17/2021 6:45:06 a. m.,"376","23.6","32","947"
1/17/2021 6:46:06 a. m.,"375","23.6","32","947"
1/17/2021 6:47:06 a. m.,"376","23.6","32","947"
1/17/2021 6:48:06 a. m.,"366","23.5","32","947"
1/17/2021 6:49:06 a. m.,"374","23.5","32","947"
1/17/2021 6:50:06 a. m.,"365","23.5","32","947"
1/17/2021 6:51:06 a. m.,"355","23.5","32","947"
1/17/2021 6:52:06 a. m.,"371","23.5","32","947"
1/17/2021 6:53:06 a. m.,"365","23.5","32","947"
1/17/2021 6:54:06 a. m.,"386","23.4","33","947"
1/17/2021 6:55:06 a. m.,"371","23.4","33","947"
1/17/2021 6:56:06 a. m.,"362","23.4","32","947"
1/17/2021 6:57:06 a. m.,"362","23.4","32","947"
1/17/2021 6:58:06 a. m.,"371","23.4","32","947"
1/17/2021 6:59:06 a. m.,"365","23.4","32","947"
1/17/2021 7:00:06 a. m.,"365","23.4","32","947"
1/17/2021 7:01:06 a. m.,"373","23.4","33","947"
1/17/2021 7:02:06 a. m.,"354","23.4","33","947"
1/17/2021 7:03:06 a. m.,"386","23.4","33","947"
1/17/2021 7:04:06 a. m.,"366","23.4","33","947"
1/17/2021 7:05:06 a. m.,"372","23.4","33","947"
1/17/2021 7:06:06 a. m.,"376","23.4","33","947"
1/17/2021 7:07:06 a. m.,"384","23.4","33","947"
1/17/2021 7:08:06 a. m.,"382","23.4","32","947"
1/17/2021 7:09:06 a. m.,"365","23.4","32","947"
1/17/2021 7:10:06 a. m.,"364","23.4","32","947"
1/17/2021 7:11:06 a. m.,"372","23.4","32","947"
1/17/2021 7:12:06 a. m.,"365","23.4","32","947"
1/17/2021 7:13:06 a. m.,"377","23.4","32","947"
1/17/2021 7:14:06 a. m.,"357","23.4","32","947"
1/17/2021 7:15:06 a. m.,"384","23.4","32","947"
1/17/2021 7:16:06 a. m.,"353","23.4","32","947"
1/17/2021 7:17:06 a. m.,"354","23.4","32","947"
1/17/2021 7:18:06 a. m.,"380","23.4","32","947"
1/17/2021 7:19:06 a. m.,"361","23.4","32","947"
1/17/2021 7:20:06 a. m.,"376","23.4","32","947"
1/17/2021 7:21:06 a. m.,"382","23.4","32","947"
1/17/2021 7:22:06 a. m.,"372","23.4","32","947"
1/17/2021 7:23:06 a. m.,"367","23.4","32","947"
1/17/2021 7:24:06 a. m.,"368","23.4","32","947"
1/17/2021 7:25:06 a. m.,"375","23.4","33","947"
1/17/2021 7:26:06 a. m.,"383","23.4","33","947"
1/17/2021 7:27:06 a. m.,"373","23.4","33","947"
1/17/2021 7:28:06 a. m.,"370","23.4","33","947"
1/17/2021 7:29:06 a. m.,"367","23.4","33","947"
1/17/2021 7:30:06 a. m.,"362","23.4","33","947"
1/17/2021 7:31:06 a. m.,"387","23.4","33","947"
1/17/2021 7:32:06 a. m.,"375","23.4","33","947"
1/17/2021 7:33:06 a. m.,"383","23.4","33","947"
1/17/2021 7:34:06 a. m.,"377","23.3","33","947"
1/17/2021 7:35:06 a. m.,"380","23.4","33","947"
1/17/2021 7:36:06 a. m.,"380","23.3","33","947"
1/17/2021 7:37:06 a. m.,"368","23.4","33","947"
1/17/2021 7:38:06 a. m.,"363","23.3","33","947"
1/17/2021 7:39:06 a. m.,"370","23.3","33","947"
1/17/2021 7:40:06 a. m.,"382","23.3","33","947"
1/17/2021 7:41:06 a. m.,"371","23.3","33","947"
1/17/2021 7:42:06 a. m.,"374","23.3","33","947"
1/17/2021 7:43:06 a. m.,"375","23.4","33","947"
1/17/2021 7:44:06 a. m.,"373","23.3","33","947"
1/17/2021 7:45:06 a. m.,"381","23.4","33","947"
1/17/2021 7:46:06 a. m.,"356","23.4","33","947"
1/17/2021 7:47:06 a. m.,"367","23.4","33","947"
1/17/2021 7:48:06 a. m.,"372","23.4","33","947"
1/17/2021 7:49:06 a. m.,"373","23.4","33","947"
1/17/2021 7:50:06 a. m.,"381","23.4","33","947"
1/17/2021 7:51:06 a. m.,"369","23.5","33","947"
1/17/2021 7:52:06 a. m.,"393","23.5","33","947"
1/17/2021 7:53:06 a. m.,"381","23.5","33","947"
1/17/2021 7:54:06 a. m.,"374","23.5","33","947"
1/17/2021 7:55:06 a. m.,"378","23.6","33","947"
1/17/2021 7:56:06 a. m.,"379","23.6","33","947"
1/17/2021 7:57:06 a. m.,"376","23.6","33","947"
1/17/2021 7:58:06 a. m.,"371","23.6","33","947"
1/17/2021 7:59:06 a. m.,"368","23.6","33","947"
1/17/2021 8:00:06 a. m.,"371","23.6","33","947"
1/17/2021 8:01:06 a. m.,"371","23.6","33","947"
1/17/2021 8:02:06 a. m.,"362","23.6","33","947"
1/17/2021 8:03:06 a. m.,"371","23.7","33","947"
1/17/2021 8:04:06 a. m.,"375","23.7","33","947"
1/17/2021 8:05:06 a. m.,"361","23.7","32","947"
1/17/2021 8:06:06 a. m.,"378","23.7","32","947"
1/17/2021 8:07:06 a. m.,"362","23.7","32","947"
1/17/2021 8:08:06 a. m.,"354","23.8","32","947"
1/17/2021 8:09:06 a. m.,"367","23.8","32","947"
1/17/2021 8:10:06 a. m.,"369","23.8","32","947"
1/17/2021 8:11:06 a. m.,"372","23.8","32","947"
1/17/2021 8:12:06 a. m.,"372","23.8","32","947"
1/17/2021 8:13:06 a. m.,"367","23.8","32","947"
1/17/2021 8:14:06 a. m.,"370","23.8","32","948"
1/17/2021 8:15:06 a. m.,"361","23.9","32","947"
1/17/2021 8:16:06 a. m.,"369","23.9","32","947"
1/17/2021 8:17:06 a. m.,"367","23.9","32","947"
1/17/2021 8:18:06 a. m.,"375","23.9","32","947"
1/17/2021 8:19:06 a. m.,"376","23.9","32","948"
1/17/2021 8:20:06 a. m.,"369","24.0","32","947"
1/17/2021 8:21:06 a. m.,"363","24.0","32","947"
1/17/2021 8:22:06 a. m.,"372","24.0","32","948"
1/17/2021 8:23:06 a. m.,"358","24.0","32","948"
1/17/2021 8:24:06 a. m.,"357","24.0","32","948"
1/17/2021 8:25:06 a. m.,"356","24.0","32","948"
1/17/2021 8:26:06 a. m.,"374","24.0","32","948"
1/17/2021 8:27:06 a. m.,"369","24.1","32","948"
1/17/2021 8:28:06 a. m.,"379","24.1","32","948"
1/17/2021 8:29:06 a. m.,"357","24.1","32","948"
1/17/2021 8:30:06 a. m.,"385","24.1","32","948"
1/17/2021 8:31:06 a. m.,"377","24.1","32","948"
1/17/2021 8:32:06 a. m.,"384","24.2","32","948"
1/17/2021 8:33:06 a. m.,"387","24.2","32","948"
1/17/2021 8:34:06 a. m.,"374","24.2","32","948"
1/17/2021 8:35:06 a. m.,"387","24.2","32","948"
1/17/2021 8:36:06 a. m.,"366","24.2","32","948"
1/17/2021 8:37:06 a. m.,"385","24.2","32","948"
1/17/2021 8:38:06 a. m.,"366","24.3","32","948"
1/17/2021 8:39:06 a. m.,"389","24.3","32","948"
1/17/2021 8:40:06 a. m.,"384","24.3","32","948"
1/17/2021 8:41:06 a. m.,"379","24.3","32","948"
1/17/2021 8:42:06 a. m.,"387","24.4","32","948"
1/17/2021 8:43:06 a. m.,"388","24.3","32","948"
1/17/2021 8:44:06 a. m.,"376","24.3","32","948"
1/17/2021 8:45:06 a. m.,"398","24.4","32","948"
1/17/2021 8:46:06 a. m.,"405","24.4","32","948"
1/17/2021 8:47:06 a. m.,"384","24.4","32","948"
1/17/2021 8:48:06 a. m.,"389","24.4","32","948"
1/17/2021 8:49:06 a. m.,"384","24.4","32","948"
1/17/2021 8:50:06 a. m.,"389","24.4","32","948"
1/17/2021 8:51:06 a. m.,"378","24.5","32","948"
1/17/2021 8:52:06 a. m.,"375","24.5","32","948"
1/17/2021 8:53:06 a. m.,"393","24.5","32","948"
1/17/2021 8:54:06 a. m.,"376","24.5","32","948"
1/17/2021 8:55:06 a. m.,"401","24.5","32","948"
1/17/2021 8:56:06 a. m.,"378","24.6","32","948"
1/17/2021 8:57:06 a. m.,"391","24.6","32","948"
1/17/2021 8:58:06 a. m.,"379","24.6","32","948"
1/17/2021 8:59:06 a. m.,"374","24.6","32","948"
1/17/2021 9:00:06 a. m.,"396","24.7","32","948"
1/17/2021 9:01:06 a. m.,"377","24.7","32","948"
1/17/2021 9:02:06 a. m.,"380","24.7","32","948"
1/17/2021 9:03:06 a. m.,"386","24.7","32","948"
1/17/2021 9:04:06 a. m.,"385","24.7","32","948"
1/17/2021 9:05:06 a. m.,"367","24.7","32","948"
1/17/2021 9:06:06 a. m.,"378","24.8","32","948"
1/17/2021 9:07:06 a. m.,"387","24.8","32","948"
1/17/2021 9:08:06 a. m.,"374","24.7","32","948"
1/17/2021 9:09:06 a. m.,"393","24.8","32","948"
1/17/2021 9:10:06 a. m.,"387","24.8","32","948"
1/17/2021 9:11:06 a. m.,"377","24.8","32","948"
1/17/2021 9:12:06 a. m.,"376","24.8","31","948"
